FID	IID	Project	Region	Population	Genetic_Region
HG01767	HG01767	1000 Genomes	EUR	IBS	EUR
HG01768	HG01768	1000 Genomes	EUR	IBS	EUR
HG01770	HG01770	1000 Genomes	EUR	IBS	EUR
HG01771	HG01771	1000 Genomes	EUR	IBS	EUR
HG01772	HG01772	1000 Genomes	EUR	IBS	EUR
HG01773	HG01773	1000 Genomes	EUR	IBS	EUR
HG01774	HG01774	1000 Genomes	EUR	IBS	EUR
HG01775	HG01775	1000 Genomes	EUR	IBS	EUR
HG01779	HG01779	1000 Genomes	EUR	IBS	EUR
HG01780	HG01780	1000 Genomes	EUR	IBS	EUR
HG01781	HG01781	1000 Genomes	EUR	IBS	EUR
HG01782	HG01782	1000 Genomes	EUR	IBS	EUR
HG01783	HG01783	1000 Genomes	EUR	IBS	EUR
HG01784	HG01784	1000 Genomes	EUR	IBS	EUR
HG01785	HG01785	1000 Genomes	EUR	IBS	EUR
HG01786	HG01786	1000 Genomes	EUR	IBS	EUR
HG01789	HG01789	1000 Genomes	EUR	GBR	EUR
HG01790	HG01790	1000 Genomes	EUR	GBR	EUR
HG01791	HG01791	1000 Genomes	EUR	GBR	EUR
HG01794	HG01794	1000 Genomes	EAS	CDX	EAS
HG01795	HG01795	1000 Genomes	EAS	CDX	EAS
HG01796	HG01796	1000 Genomes	EAS	CDX	EAS
HG01797	HG01797	1000 Genomes	EAS	CDX	EAS
HG01798	HG01798	1000 Genomes	EAS	CDX	EAS
HG01799	HG01799	1000 Genomes	EAS	CDX	EAS
HG01800	HG01800	1000 Genomes	EAS	CDX	EAS
HG01801	HG01801	1000 Genomes	EAS	CDX	EAS
HG01802	HG01802	1000 Genomes	EAS	CDX	EAS
HG01804	HG01804	1000 Genomes	EAS	CDX	EAS
HG01805	HG01805	1000 Genomes	EAS	CDX	EAS
HG01806	HG01806	1000 Genomes	EAS	CDX	EAS
HG01807	HG01807	1000 Genomes	EAS	CDX	EAS
HG01808	HG01808	1000 Genomes	EAS	CDX	EAS
HG01809	HG01809	1000 Genomes	EAS	CDX	EAS
HG01810	HG01810	1000 Genomes	EAS	CDX	EAS
HG01811	HG01811	1000 Genomes	EAS	CDX	EAS
HG01812	HG01812	1000 Genomes	EAS	CDX	EAS
HG01813	HG01813	1000 Genomes	EAS	CDX	EAS
HG01815	HG01815	1000 Genomes	EAS	CDX	EAS
HG01816	HG01816	1000 Genomes	EAS	CDX	EAS
HG01817	HG01817	1000 Genomes	EAS	CDX	EAS
HG01840	HG01840	1000 Genomes	EAS	KHV	EAS
HG01841	HG01841	1000 Genomes	EAS	KHV	EAS
HG01842	HG01842	1000 Genomes	EAS	KHV	EAS
HG01843	HG01843	1000 Genomes	EAS	KHV	EAS
HG01844	HG01844	1000 Genomes	EAS	KHV	EAS
HG01845	HG01845	1000 Genomes	EAS	KHV	EAS
HG01846	HG01846	1000 Genomes	EAS	KHV	EAS
HG01847	HG01847	1000 Genomes	EAS	KHV	EAS
HG01848	HG01848	1000 Genomes	EAS	KHV	EAS
HG01849	HG01849	1000 Genomes	EAS	KHV	EAS
HG01850	HG01850	1000 Genomes	EAS	KHV	EAS
HG01851	HG01851	1000 Genomes	EAS	KHV	EAS
HG01852	HG01852	1000 Genomes	EAS	KHV	EAS
HG01853	HG01853	1000 Genomes	EAS	KHV	EAS
HG01855	HG01855	1000 Genomes	EAS	KHV	EAS
HG01857	HG01857	1000 Genomes	EAS	KHV	EAS
HG01858	HG01858	1000 Genomes	EAS	KHV	EAS
HG01859	HG01859	1000 Genomes	EAS	KHV	EAS
HG01860	HG01860	1000 Genomes	EAS	KHV	EAS
HG01861	HG01861	1000 Genomes	EAS	KHV	EAS
HG01862	HG01862	1000 Genomes	EAS	KHV	EAS
HG01863	HG01863	1000 Genomes	EAS	KHV	EAS
HG01864	HG01864	1000 Genomes	EAS	KHV	EAS
HG01865	HG01865	1000 Genomes	EAS	KHV	EAS
HG01866	HG01866	1000 Genomes	EAS	KHV	EAS
HG01867	HG01867	1000 Genomes	EAS	KHV	EAS
HG01868	HG01868	1000 Genomes	EAS	KHV	EAS
HG01869	HG01869	1000 Genomes	EAS	KHV	EAS
HG01870	HG01870	1000 Genomes	EAS	KHV	EAS
HG01871	HG01871	1000 Genomes	EAS	KHV	EAS
HG01872	HG01872	1000 Genomes	EAS	KHV	EAS
HG01873	HG01873	1000 Genomes	EAS	KHV	EAS
HG01874	HG01874	1000 Genomes	EAS	KHV	EAS
HG01878	HG01878	1000 Genomes	EAS	KHV	EAS
HG01879	HG01879	1000 Genomes	AFR	ACB	AFR
HG01880	HG01880	1000 Genomes	AFR	ACB	AFR
HG01881	HG01881	1000 Genomes	AFR	ACB	AFR
HG01882	HG01882	1000 Genomes	AFR	ACB	AFR
HG01883	HG01883	1000 Genomes	AFR	ACB	AFR
HG01884	HG01884	1000 Genomes	AFR	ACB	AFR
HG01885	HG01885	1000 Genomes	AFR	ACB	AFR
HG01886	HG01886	1000 Genomes	AFR	ACB	AFR
HG01887	HG01887	1000 Genomes	AFR	ACB	AFR
HG01888	HG01888	1000 Genomes	AFR	ACB	AFR
HG01892	HG01892	1000 Genomes	AMR	PEL	AMR
HG01893	HG01893	1000 Genomes	AMR	PEL	AMR
HG01894	HG01894	1000 Genomes	AFR	ACB	AFR
HG01895	HG01895	1000 Genomes	AFR	ACB	AFR
HG01896	HG01896	1000 Genomes	AFR	ACB	AFR
HG01897	HG01897	1000 Genomes	AFR	ACB	AFR
HG01898	HG01898	1000 Genomes	AMR	PEL	AMR
HG01912	HG01912	1000 Genomes	AFR	ACB	AFR
HG01914	HG01914	1000 Genomes	AFR	ACB	AFR
HG01915	HG01915	1000 Genomes	AFR	ACB	AFR
HG01916	HG01916	1000 Genomes	AFR	ACB	AFR
HG01920	HG01920	1000 Genomes	AMR	PEL	AMR
HG01921	HG01921	1000 Genomes	AMR	PEL	AMR
HG01922	HG01922	1000 Genomes	AMR	PEL	AMR
HG01923	HG01923	1000 Genomes	AMR	PEL	AMR
HG01924	HG01924	1000 Genomes	AMR	PEL	AMR
HG01925	HG01925	1000 Genomes	AMR	PEL	AMR
HG01926	HG01926	1000 Genomes	AMR	PEL	AMR
HG01927	HG01927	1000 Genomes	AMR	PEL	AMR
HG01928	HG01928	1000 Genomes	AMR	PEL	AMR
HG01932	HG01932	1000 Genomes	AMR	PEL	AMR
HG01933	HG01933	1000 Genomes	AMR	PEL	AMR
HG01934	HG01934	1000 Genomes	AMR	PEL	AMR
HG01935	HG01935	1000 Genomes	AMR	PEL	AMR
HG01936	HG01936	1000 Genomes	AMR	PEL	AMR
HG01937	HG01937	1000 Genomes	AMR	PEL	AMR
HG01938	HG01938	1000 Genomes	AMR	PEL	AMR
HG01939	HG01939	1000 Genomes	AMR	PEL	AMR
HG01940	HG01940	1000 Genomes	AMR	PEL	AMR
HG01941	HG01941	1000 Genomes	AMR	PEL	AMR
HG01942	HG01942	1000 Genomes	AMR	PEL	AMR
HG01943	HG01943	1000 Genomes	AMR	PEL	AMR
HG01944	HG01944	1000 Genomes	AMR	PEL	AMR
HG01945	HG01945	1000 Genomes	AMR	PEL	AMR
HG01946	HG01946	1000 Genomes	AMR	PEL	AMR
HG01947	HG01947	1000 Genomes	AMR	PEL	AMR
HG01948	HG01948	1000 Genomes	AMR	PEL	AMR
HG01949	HG01949	1000 Genomes	AMR	PEL	AMR
HG01950	HG01950	1000 Genomes	AMR	PEL	AMR
HG01951	HG01951	1000 Genomes	AMR	PEL	AMR
HG01952	HG01952	1000 Genomes	AMR	PEL	AMR
HG01953	HG01953	1000 Genomes	AMR	PEL	AMR
HG01954	HG01954	1000 Genomes	AMR	PEL	AMR
HG01955	HG01955	1000 Genomes	AMR	PEL	AMR
HG01956	HG01956	1000 Genomes	AFR	ACB	AFR
HG01958	HG01958	1000 Genomes	AFR	ACB	AFR
HG01959	HG01959	1000 Genomes	AFR	ACB	AFR
HG01960	HG01960	1000 Genomes	AFR	ACB	AFR
HG01961	HG01961	1000 Genomes	AMR	PEL	AMR
HG01965	HG01965	1000 Genomes	AMR	PEL	AMR
HG01967	HG01967	1000 Genomes	AMR	PEL	AMR
HG01968	HG01968	1000 Genomes	AMR	PEL	AMR
HG01969	HG01969	1000 Genomes	AMR	PEL	AMR
HG01970	HG01970	1000 Genomes	AMR	PEL	AMR
HG01971	HG01971	1000 Genomes	AMR	PEL	AMR
HG01972	HG01972	1000 Genomes	AMR	PEL	AMR
HG01973	HG01973	1000 Genomes	AMR	PEL	AMR
HG01974	HG01974	1000 Genomes	AMR	PEL	AMR
HG01975	HG01975	1000 Genomes	AMR	PEL	AMR
HG01976	HG01976	1000 Genomes	AMR	PEL	AMR
HG01977	HG01977	1000 Genomes	AMR	PEL	AMR
HG01978	HG01978	1000 Genomes	AMR	PEL	AMR
HG01979	HG01979	1000 Genomes	AMR	PEL	AMR
HG01980	HG01980	1000 Genomes	AMR	PEL	AMR
HG01981	HG01981	1000 Genomes	AMR	PEL	AMR
HG01982	HG01982	1000 Genomes	AMR	PEL	AMR
HG01983	HG01983	1000 Genomes	AMR	PEL	AMR
HG01984	HG01984	1000 Genomes	AMR	PEL	AMR
HG01985	HG01985	1000 Genomes	AFR	ACB	AFR
HG01986	HG01986	1000 Genomes	AFR	ACB	AFR
HG01987	HG01987	1000 Genomes	AFR	ACB	AFR
HG01988	HG01988	1000 Genomes	AFR	ACB	AFR
HG01989	HG01989	1000 Genomes	AFR	ACB	AFR
HG01990	HG01990	1000 Genomes	AFR	ACB	AFR
HG01991	HG01991	1000 Genomes	AMR	PEL	AMR
HG01992	HG01992	1000 Genomes	AMR	PEL	AMR
HG01993	HG01993	1000 Genomes	AMR	PEL	AMR
HG01997	HG01997	1000 Genomes	AMR	PEL	AMR
HG01998	HG01998	1000 Genomes	AMR	PEL	AMR
HG02002	HG02002	1000 Genomes	AMR	PEL	AMR
HG02003	HG02003	1000 Genomes	AMR	PEL	AMR
HG02004	HG02004	1000 Genomes	AMR	PEL	AMR
HG02006	HG02006	1000 Genomes	AMR	PEL	AMR
HG02008	HG02008	1000 Genomes	AMR	PEL	AMR
HG02009	HG02009	1000 Genomes	AFR	ACB	AFR
HG02010	HG02010	1000 Genomes	AFR	ACB	AFR
HG02011	HG02011	1000 Genomes	AFR	ACB	AFR
HG02012	HG02012	1000 Genomes	AFR	ACB	AFR
HG02013	HG02013	1000 Genomes	AFR	ACB	AFR
HG02014	HG02014	1000 Genomes	AFR	ACB	AFR
HG02015	HG02015	1000 Genomes	EAS	KHV	EAS
HG02016	HG02016	1000 Genomes	EAS	KHV	EAS
HG02017	HG02017	1000 Genomes	EAS	KHV	EAS
HG02018	HG02018	1000 Genomes	EAS	KHV	EAS
HG02019	HG02019	1000 Genomes	EAS	KHV	EAS
HG02020	HG02020	1000 Genomes	EAS	KHV	EAS
HG02023	HG02023	1000 Genomes	EAS	KHV	EAS
HG02024	HG02024	1000 Genomes	EAS	KHV	EAS
HG02025	HG02025	1000 Genomes	EAS	KHV	EAS
HG02026	HG02026	1000 Genomes	EAS	KHV	EAS
HG02027	HG02027	1000 Genomes	EAS	KHV	EAS
HG02028	HG02028	1000 Genomes	EAS	KHV	EAS
HG02029	HG02029	1000 Genomes	EAS	KHV	EAS
HG02030	HG02030	1000 Genomes	EAS	KHV	EAS
HG02031	HG02031	1000 Genomes	EAS	KHV	EAS
HG02032	HG02032	1000 Genomes	EAS	KHV	EAS
HG02035	HG02035	1000 Genomes	EAS	KHV	EAS
HG02040	HG02040	1000 Genomes	EAS	KHV	EAS
HG02047	HG02047	1000 Genomes	EAS	KHV	EAS
HG02048	HG02048	1000 Genomes	EAS	KHV	EAS
HG02049	HG02049	1000 Genomes	EAS	KHV	EAS
HG02050	HG02050	1000 Genomes	EAS	KHV	EAS
HG02051	HG02051	1000 Genomes	AFR	ACB	AFR
HG02052	HG02052	1000 Genomes	AFR	ACB	AFR
HG02053	HG02053	1000 Genomes	AFR	ACB	AFR
HG02054	HG02054	1000 Genomes	AFR	ACB	AFR
HG02055	HG02055	1000 Genomes	AFR	ACB	AFR
HG02056	HG02056	1000 Genomes	EAS	KHV	EAS
HG02057	HG02057	1000 Genomes	EAS	KHV	EAS
HG02058	HG02058	1000 Genomes	EAS	KHV	EAS
HG02064	HG02064	1000 Genomes	EAS	KHV	EAS
HG02067	HG02067	1000 Genomes	EAS	KHV	EAS
HG02071	HG02071	1000 Genomes	EAS	KHV	EAS
HG02072	HG02072	1000 Genomes	EAS	KHV	EAS
HG02073	HG02073	1000 Genomes	EAS	KHV	EAS
HG02074	HG02074	1000 Genomes	EAS	KHV	EAS
HG02075	HG02075	1000 Genomes	EAS	KHV	EAS
HG02076	HG02076	1000 Genomes	EAS	KHV	EAS
HG02077	HG02077	1000 Genomes	EAS	KHV	EAS
HG02078	HG02078	1000 Genomes	EAS	KHV	EAS
HG02079	HG02079	1000 Genomes	EAS	KHV	EAS
HG02080	HG02080	1000 Genomes	EAS	KHV	EAS
HG02081	HG02081	1000 Genomes	EAS	KHV	EAS
HG02082	HG02082	1000 Genomes	EAS	KHV	EAS
HG02083	HG02083	1000 Genomes	EAS	KHV	EAS
HG02084	HG02084	1000 Genomes	EAS	KHV	EAS
HG02085	HG02085	1000 Genomes	EAS	KHV	EAS
HG02086	HG02086	1000 Genomes	EAS	KHV	EAS
HG02087	HG02087	1000 Genomes	EAS	KHV	EAS
HG02088	HG02088	1000 Genomes	EAS	KHV	EAS
HG02089	HG02089	1000 Genomes	AMR	PEL	AMR
HG02090	HG02090	1000 Genomes	AMR	PEL	AMR
HG02091	HG02091	1000 Genomes	AMR	PEL	AMR
HG02095	HG02095	1000 Genomes	AFR	ACB	AFR
HG02102	HG02102	1000 Genomes	AMR	PEL	AMR
HG02104	HG02104	1000 Genomes	AMR	PEL	AMR
HG02105	HG02105	1000 Genomes	AMR	PEL	AMR
HG02106	HG02106	1000 Genomes	AMR	PEL	AMR
HG02107	HG02107	1000 Genomes	AFR	ACB	AFR
HG02108	HG02108	1000 Genomes	AFR	ACB	AFR
HG02111	HG02111	1000 Genomes	AFR	ACB	AFR
HG02113	HG02113	1000 Genomes	EAS	KHV	EAS
HG02116	HG02116	1000 Genomes	EAS	KHV	EAS
HG02120	HG02120	1000 Genomes	EAS	KHV	EAS
HG02121	HG02121	1000 Genomes	EAS	KHV	EAS
HG02122	HG02122	1000 Genomes	EAS	KHV	EAS
HG02126	HG02126	1000 Genomes	EAS	KHV	EAS
HG02127	HG02127	1000 Genomes	EAS	KHV	EAS
HG02128	HG02128	1000 Genomes	EAS	KHV	EAS
HG02129	HG02129	1000 Genomes	EAS	KHV	EAS
HG02130	HG02130	1000 Genomes	EAS	KHV	EAS
HG02131	HG02131	1000 Genomes	EAS	KHV	EAS
HG02132	HG02132	1000 Genomes	EAS	KHV	EAS
HG02133	HG02133	1000 Genomes	EAS	KHV	EAS
HG02134	HG02134	1000 Genomes	EAS	KHV	EAS
HG02135	HG02135	1000 Genomes	EAS	KHV	EAS
HG02136	HG02136	1000 Genomes	EAS	KHV	EAS
HG02137	HG02137	1000 Genomes	EAS	KHV	EAS
HG02138	HG02138	1000 Genomes	EAS	KHV	EAS
HG02139	HG02139	1000 Genomes	EAS	KHV	EAS
HG02140	HG02140	1000 Genomes	EAS	KHV	EAS
HG02141	HG02141	1000 Genomes	EAS	KHV	EAS
HG02142	HG02142	1000 Genomes	EAS	KHV	EAS
HG02143	HG02143	1000 Genomes	AFR	ACB	AFR
HG02144	HG02144	1000 Genomes	AFR	ACB	AFR
HG02145	HG02145	1000 Genomes	AFR	ACB	AFR
HG02146	HG02146	1000 Genomes	AMR	PEL	AMR
HG02147	HG02147	1000 Genomes	AMR	PEL	AMR
HG02148	HG02148	1000 Genomes	AMR	PEL	AMR
HG02150	HG02150	1000 Genomes	AMR	PEL	AMR
HG02151	HG02151	1000 Genomes	EAS	CDX	EAS
HG02152	HG02152	1000 Genomes	EAS	CDX	EAS
HG02153	HG02153	1000 Genomes	EAS	CDX	EAS
HG02154	HG02154	1000 Genomes	EAS	CDX	EAS
HG02155	HG02155	1000 Genomes	EAS	CDX	EAS
HG02156	HG02156	1000 Genomes	EAS	CDX	EAS
HG02164	HG02164	1000 Genomes	EAS	CDX	EAS
HG02165	HG02165	1000 Genomes	EAS	CDX	EAS
HG02166	HG02166	1000 Genomes	EAS	CDX	EAS
HG02178	HG02178	1000 Genomes	EAS	CDX	EAS
HG02179	HG02179	1000 Genomes	EAS	CDX	EAS
HG02180	HG02180	1000 Genomes	EAS	CDX	EAS
HG02181	HG02181	1000 Genomes	EAS	CDX	EAS
HG02182	HG02182	1000 Genomes	EAS	CDX	EAS
HG02184	HG02184	1000 Genomes	EAS	CDX	EAS
HG02185	HG02185	1000 Genomes	EAS	CDX	EAS
HG02186	HG02186	1000 Genomes	EAS	CDX	EAS
HG02187	HG02187	1000 Genomes	EAS	CDX	EAS
HG02188	HG02188	1000 Genomes	EAS	CDX	EAS
HG02190	HG02190	1000 Genomes	EAS	CDX	EAS
HG02215	HG02215	1000 Genomes	EUR	GBR	EUR
HG02219	HG02219	1000 Genomes	EUR	IBS	EUR
HG02220	HG02220	1000 Genomes	EUR	IBS	EUR
HG02221	HG02221	1000 Genomes	EUR	IBS	EUR
HG02222	HG02222	1000 Genomes	EUR	IBS	EUR
HG02223	HG02223	1000 Genomes	EUR	IBS	EUR
HG02224	HG02224	1000 Genomes	EUR	IBS	EUR
HG02225	HG02225	1000 Genomes	EUR	IBS	EUR
HG02229	HG02229	1000 Genomes	EUR	IBS	EUR
HG02230	HG02230	1000 Genomes	EUR	IBS	EUR
HG02231	HG02231	1000 Genomes	EUR	IBS	EUR
HG02235	HG02235	1000 Genomes	EUR	IBS	EUR
HG02236	HG02236	1000 Genomes	EUR	IBS	EUR
HG02237	HG02237	1000 Genomes	EUR	IBS	EUR
HG02238	HG02238	1000 Genomes	EUR	IBS	EUR
HG02239	HG02239	1000 Genomes	EUR	IBS	EUR
HG02240	HG02240	1000 Genomes	EUR	IBS	EUR
HG02250	HG02250	1000 Genomes	EAS	CDX	EAS
HG02252	HG02252	1000 Genomes	AMR	PEL	AMR
HG02253	HG02253	1000 Genomes	AMR	PEL	AMR
HG02255	HG02255	1000 Genomes	AFR	ACB	AFR
HG02256	HG02256	1000 Genomes	AFR	ACB	AFR
HG02257	HG02257	1000 Genomes	AFR	ACB	AFR
HG02258	HG02258	1000 Genomes	AFR	ACB	AFR
HG02262	HG02262	1000 Genomes	AMR	PEL	AMR
HG02265	HG02265	1000 Genomes	AMR	PEL	AMR
HG02266	HG02266	1000 Genomes	AMR	PEL	AMR
HG02271	HG02271	1000 Genomes	AMR	PEL	AMR
HG02272	HG02272	1000 Genomes	AMR	PEL	AMR
HG02273	HG02273	1000 Genomes	AMR	PEL	AMR
HG02274	HG02274	1000 Genomes	AMR	PEL	AMR
HG02275	HG02275	1000 Genomes	AMR	PEL	AMR
HG02277	HG02277	1000 Genomes	AMR	PEL	AMR
HG02278	HG02278	1000 Genomes	AMR	PEL	AMR
HG02279	HG02279	1000 Genomes	AMR	PEL	AMR
HG02280	HG02280	1000 Genomes	AFR	ACB	AFR
HG02281	HG02281	1000 Genomes	AFR	ACB	AFR
HG02282	HG02282	1000 Genomes	AFR	ACB	AFR
HG02283	HG02283	1000 Genomes	AFR	ACB	AFR
HG02284	HG02284	1000 Genomes	AFR	ACB	AFR
HG02285	HG02285	1000 Genomes	AMR	PEL	AMR
HG02286	HG02286	1000 Genomes	AMR	PEL	AMR
HG02287	HG02287	1000 Genomes	AMR	PEL	AMR
HG02291	HG02291	1000 Genomes	AMR	PEL	AMR
HG02292	HG02292	1000 Genomes	AMR	PEL	AMR
HG02293	HG02293	1000 Genomes	AMR	PEL	AMR
HG02298	HG02298	1000 Genomes	AMR	PEL	AMR
HG02299	HG02299	1000 Genomes	AMR	PEL	AMR
HG02300	HG02300	1000 Genomes	AMR	PEL	AMR
HG02301	HG02301	1000 Genomes	AMR	PEL	AMR
HG02302	HG02302	1000 Genomes	AMR	PEL	AMR
HG02303	HG02303	1000 Genomes	AMR	PEL	AMR
HG02304	HG02304	1000 Genomes	AMR	PEL	AMR
HG02307	HG02307	1000 Genomes	AFR	ACB	AFR
HG02308	HG02308	1000 Genomes	AFR	ACB	AFR
HG02309	HG02309	1000 Genomes	AFR	ACB	AFR
HG02312	HG02312	1000 Genomes	AMR	PEL	AMR
HG02314	HG02314	1000 Genomes	AFR	ACB	AFR
HG02315	HG02315	1000 Genomes	AFR	ACB	AFR
HG02316	HG02316	1000 Genomes	AFR	ACB	AFR
HG02317	HG02317	1000 Genomes	AFR	ACB	AFR
HG02318	HG02318	1000 Genomes	AFR	ACB	AFR
HG02321	HG02321	1000 Genomes	AFR	ACB	AFR
HG02322	HG02322	1000 Genomes	AFR	ACB	AFR
HG02323	HG02323	1000 Genomes	AFR	ACB	AFR
HG02325	HG02325	1000 Genomes	AFR	ACB	AFR
HG02330	HG02330	1000 Genomes	AFR	ACB	AFR
HG02332	HG02332	1000 Genomes	AFR	ACB	AFR
HG02334	HG02334	1000 Genomes	AFR	ACB	AFR
HG02337	HG02337	1000 Genomes	AFR	ACB	AFR
HG02339	HG02339	1000 Genomes	AFR	ACB	AFR
HG02343	HG02343	1000 Genomes	AFR	ACB	AFR
HG02345	HG02345	1000 Genomes	AMR	PEL	AMR
HG02348	HG02348	1000 Genomes	AMR	PEL	AMR
HG02351	HG02351	1000 Genomes	EAS	CDX	EAS
HG02353	HG02353	1000 Genomes	EAS	CDX	EAS
HG02355	HG02355	1000 Genomes	EAS	CDX	EAS
HG02356	HG02356	1000 Genomes	EAS	CDX	EAS
HG02360	HG02360	1000 Genomes	EAS	CDX	EAS
HG02364	HG02364	1000 Genomes	EAS	CDX	EAS
HG02367	HG02367	1000 Genomes	EAS	CDX	EAS
HG02371	HG02371	1000 Genomes	EAS	CDX	EAS
HG02373	HG02373	1000 Genomes	EAS	CDX	EAS
HG02374	HG02374	1000 Genomes	EAS	CDX	EAS
HG02375	HG02375	1000 Genomes	EAS	CDX	EAS
HG02379	HG02379	1000 Genomes	EAS	CDX	EAS
HG02380	HG02380	1000 Genomes	EAS	CDX	EAS
HG02382	HG02382	1000 Genomes	EAS	CDX	EAS
HG02383	HG02383	1000 Genomes	EAS	CDX	EAS
HG02384	HG02384	1000 Genomes	EAS	CDX	EAS
HG02385	HG02385	1000 Genomes	EAS	CDX	EAS
HG02386	HG02386	1000 Genomes	EAS	CDX	EAS
HG02389	HG02389	1000 Genomes	EAS	CDX	EAS
HG02390	HG02390	1000 Genomes	EAS	CDX	EAS
HG02391	HG02391	1000 Genomes	EAS	CDX	EAS
HG02392	HG02392	1000 Genomes	EAS	CDX	EAS
HG02394	HG02394	1000 Genomes	EAS	CDX	EAS
HG02395	HG02395	1000 Genomes	EAS	CDX	EAS
HG02396	HG02396	1000 Genomes	EAS	CDX	EAS
HG02397	HG02397	1000 Genomes	EAS	CDX	EAS
HG02398	HG02398	1000 Genomes	EAS	CDX	EAS
HG02399	HG02399	1000 Genomes	EAS	CDX	EAS
HG02401	HG02401	1000 Genomes	EAS	CDX	EAS
HG02402	HG02402	1000 Genomes	EAS	CDX	EAS
HG02406	HG02406	1000 Genomes	EAS	CDX	EAS
HG02407	HG02407	1000 Genomes	EAS	CDX	EAS
HG02408	HG02408	1000 Genomes	EAS	CDX	EAS
HG02409	HG02409	1000 Genomes	EAS	CDX	EAS
HG02410	HG02410	1000 Genomes	EAS	CDX	EAS
HG02419	HG02419	1000 Genomes	AFR	ACB	AFR
HG02420	HG02420	1000 Genomes	AFR	ACB	AFR
HG02425	HG02425	1000 Genomes	AMR	PEL	AMR
HG02427	HG02427	1000 Genomes	AFR	ACB	AFR
HG02429	HG02429	1000 Genomes	AFR	ACB	AFR
HG02433	HG02433	1000 Genomes	AFR	ACB	AFR
HG02439	HG02439	1000 Genomes	AFR	ACB	AFR
HG02442	HG02442	1000 Genomes	AFR	ACB	AFR
HG02445	HG02445	1000 Genomes	AFR	ACB	AFR
HG02455	HG02455	1000 Genomes	AFR	ACB	AFR
HG02461	HG02461	1000 Genomes	AFR	GWD	AFR
HG02462	HG02462	1000 Genomes	AFR	GWD	AFR
HG02463	HG02463	1000 Genomes	AFR	GWD	AFR
HG02464	HG02464	1000 Genomes	AFR	GWD	AFR
HG02465	HG02465	1000 Genomes	AFR	GWD	AFR
HG02466	HG02466	1000 Genomes	AFR	GWD	AFR
HG02470	HG02470	1000 Genomes	AFR	ACB	AFR
HG02471	HG02471	1000 Genomes	AFR	ACB	AFR
HG02476	HG02476	1000 Genomes	AFR	ACB	AFR
HG02477	HG02477	1000 Genomes	AFR	ACB	AFR
HG02479	HG02479	1000 Genomes	AFR	ACB	AFR
HG02481	HG02481	1000 Genomes	AFR	ACB	AFR
HG02484	HG02484	1000 Genomes	AFR	ACB	AFR
HG02485	HG02485	1000 Genomes	AFR	ACB	AFR
HG02489	HG02489	1000 Genomes	AFR	ACB	AFR
HG02490	HG02490	1000 Genomes	SAS	PJL	CSA
HG02491	HG02491	1000 Genomes	SAS	PJL	CSA
HG02492	HG02492	1000 Genomes	SAS	PJL	CSA
HG02493	HG02493	1000 Genomes	SAS	PJL	CSA
HG02494	HG02494	1000 Genomes	SAS	PJL	CSA
HG02495	HG02495	1000 Genomes	SAS	PJL	CSA
HG02496	HG02496	1000 Genomes	AFR	ACB	AFR
HG02497	HG02497	1000 Genomes	AFR	ACB	AFR
HG02501	HG02501	1000 Genomes	AFR	ACB	AFR
HG02502	HG02502	1000 Genomes	AFR	ACB	AFR
HG02505	HG02505	1000 Genomes	AFR	ACB	AFR
HG02508	HG02508	1000 Genomes	AFR	ACB	AFR
HG02511	HG02511	1000 Genomes	AFR	ACB	AFR
HG02512	HG02512	1000 Genomes	EAS	KHV	EAS
HG02513	HG02513	1000 Genomes	EAS	KHV	EAS
HG02514	HG02514	1000 Genomes	EAS	KHV	EAS
HG02521	HG02521	1000 Genomes	EAS	KHV	EAS
HG02522	HG02522	1000 Genomes	EAS	KHV	EAS
HG02523	HG02523	1000 Genomes	EAS	KHV	EAS
HG02524	HG02524	1000 Genomes	EAS	KHV	EAS
HG02525	HG02525	1000 Genomes	EAS	KHV	EAS
HG02526	HG02526	1000 Genomes	EAS	KHV	EAS
HG02536	HG02536	1000 Genomes	AFR	ACB	AFR
HG02537	HG02537	1000 Genomes	AFR	ACB	AFR
HG02541	HG02541	1000 Genomes	AFR	ACB	AFR
HG02545	HG02545	1000 Genomes	AFR	ACB	AFR
HG02546	HG02546	1000 Genomes	AFR	ACB	AFR
HG02549	HG02549	1000 Genomes	AFR	ACB	AFR
HG02554	HG02554	1000 Genomes	AFR	ACB	AFR
HG02555	HG02555	1000 Genomes	AFR	ACB	AFR
HG02557	HG02557	1000 Genomes	AFR	ACB	AFR
HG02558	HG02558	1000 Genomes	AFR	ACB	AFR
HG02561	HG02561	1000 Genomes	AFR	GWD	AFR
HG02562	HG02562	1000 Genomes	AFR	GWD	AFR
HG02563	HG02563	1000 Genomes	AFR	GWD	AFR
HG02568	HG02568	1000 Genomes	AFR	GWD	AFR
HG02569	HG02569	1000 Genomes	AFR	GWD	AFR
HG02570	HG02570	1000 Genomes	AFR	GWD	AFR
HG02571	HG02571	1000 Genomes	AFR	GWD	AFR
HG02572	HG02572	1000 Genomes	AFR	GWD	AFR
HG02573	HG02573	1000 Genomes	AFR	GWD	AFR
HG02574	HG02574	1000 Genomes	AFR	GWD	AFR
HG02575	HG02575	1000 Genomes	AFR	GWD	AFR
HG02577	HG02577	1000 Genomes	AFR	ACB	AFR
HG02580	HG02580	1000 Genomes	AFR	ACB	AFR
HG02582	HG02582	1000 Genomes	AFR	GWD	AFR
